"!наз. од.","рід","клич.","род. одн.","дав. одн.","знах. одн.","оруд. одн.","місц. одн."
"Сулейман","M","Сулеймане","Сулеймана","Сулейману","Сулеймана","Сулейманом","Сулейманові"
"Сулен","M","","","","","",""
"Султан","M","Султане","Султана","Султану","Султана","Султаном","Султанові"
"Суліко","M","Суліке","Суліка","Сулікові","Суліка","Суліком","Сулікові"
"Сулім","M","Суліме","Суліма","Суліму","Суліма","Сулімом","Сулімові"
"Сумбат","M","","","","","",""
"Сундстрем","M","Сундстреме","Сундстрема","Сундстрему","Сундстрема","Сундстремом","Сундстремові"
"Сураддин","M","","","","","",""
"Сураддін","M","Сураддіне","Сураддіна","Сураддіну","Сураддіна","Сураддіном","Сураддінові"
"Сурен","M","Сурене","Сурена","Сурену","Сурена","Суреном","Суренові"
"Сурик","M","","","","","",""
"Сусанна","F","Сусанно","Сусанни","Сусанні","Сусанни","Сусанною","Сусанні"
"Суюм","M","","","","","",""
"Суюн","M","","","","","",""
"Сюзана","F","Сюзано","Сюзани","Сюзані","Сюзани","Сюзаною","Сюзані"
"Сякіра","F","Сякіре","Сякіри","Сякірі","Сякіри","Сякірою","Сякірі"
"Сєвдин","M","","","","","",""
"Сібгатул","M","","","","","",""
"Сігізмунд","M","Сігізмунде","Сігізмунда","Сігізмунду","Сігізмунда","Сігізмундом","Сігізмундові"
"Сіджеліл","M","","","","","",""
"Сільва","F","Сільво","Сільви","Сільві","Сільви","Сільвою","Сільві"
"Сільванян","M","Сільваняне","Сільваняна","Сільваняну","Сільваняна","Сільваняном","Сільванянові"
"Сільвестр","M","Сільвестре","Сільвестра","Сільвестру","Сільвестра","Сільвестром","Сільвестрові"
"Сільвіу","M","Сільвіуле","Сільвіула","Сільвіулу","Сільвіула","Сільвіулом","Сільвіулові"
"Сільвія","F","Сільвіє","Сільвії","Сільвії","Сільвії","Сільвією","Сільвії"
"Сіма","F","Сіме","Сіми","Сімі","Сіми","Сімою","Сімі"
"Сімона","F","Сімоно","Сімони","Сімоні","Сімону","Сімоною","Сімоні"
"Сінгаджи","M","","","","","",""
"Сінгх","M","Сінгхе","Сінгха","Сінгхові","Сінгха","Сінгхом","Сінгхові"
"Сінтія","F","Сінтіє","Сінтії","Сінтії","Сінтії","Сінтією","Сінтії"
"Сіразнік","M","","","","","",""
"Сіран","M","Сіране","Сірана","Сірану","Сірана","Сіраном","Сіранові"
"Сірануш","F","Сірануше","Сірануши","Сірануші","Сірануши","Сіранушею","Сірануші"
"Сірін","M","","","","","",""
"Сіферет","M","Сіферете","Сіферета","Сіферету","Сіферета","Сіферетом","Сіферетові"
"Сіясад","M","Сіясаде","Сіясада","Сіясаду","Сіясада","Сіясадом","Сіясадові"
"Сіясат","M","","","","","",""
"Таврос","M","","","","","",""
"Тагир","M","","","","","",""
"Тагір","M","Тагіре","Тагіра","Тагіру","Тагіра","Тагіром","Тагірові"
"Таде","M","Таде","Таде","Таде","Таде","Таде","Таде"
"Тадей","M","Тадею","Тадея","Тадею","Тадея","Тадеєм","Тадеєві"
"Тадеуш","M","Тадеуше","Тадеуша","Тадеушу","Тадеуша","Тадеушем","Тадеушеві"
"Таджедін","M","","","","","",""
"Таджиддін","M","Таджиддіне","Таджиддіна","Таджиддіну","Таджиддіна","Таджиддіном","Таджиддінові"
"Тайво","M","","","","","",""
"Тайре","F","Тайре","Тайре","Тайре","Тайре","Тайре","Тайре"
"Такван","M","","","","","",""
"Таквор","M","Такворе","Таквора","Таквору","Таквора","Таквором","Такворові"
"Талгат","M","Талгате","Талгата","Талгату","Талгата","Талгатом","Талгатові"
"Талимон","M","","","","","",""
"Талла","F","Талле","Талли","Таллі","Талли","Таллею","Таллі"
"Тальгат","M","Тальгате","Тальгата","Тальгату","Тальгата","Тальгатом","Тальгатові"
"Талят","M","Таляте","Талята","Таляту","Талята","Талятом","Талятові"
"Таліб","M","Талібе","Таліба","Талібу","Таліба","Талібом","Талібові"
"Талій","M","Таліє","Талія","Талію","Талія","Талійом","Талійові"
"Таліл","M","","","","","",""
"Талім","M","","","","","",""
"Таліна","F","Таліне","Таліни","Таліні","Таліни","Таліною","Таліні"
"Таліта","F","Таліте","Таліти","Таліті","Таліти","Талітою","Таліті"
"Таліф","M","Таліфе","Таліфа","Таліфу","Таліфа","Таліфом","Таліфові"
"Тамаз","M","","","","","",""
"Тамазі","M","Тамазіє","Тамазія","Тамазію","Тамазія","Тамазієм","Тамазійові"
"Тамазій","M","","","","","",""
"Тамал","M","Тамале","Тамала","Тамалу","Тамала","Тамалом","Тамалові"
"Таман","M","Тамане","Тамана","Таману","Тамана","Таманом","Таманові"
"Тамара","F","Тамаро","Тамари","Тамарі","Тамари","Тамарою","Тамарі"
"Тамарай","M","Тамараю","Тамарая","Тамараю","Тамарая","Тамараєм","Тамараєві"
"Тамаш","M","Тамаше","Тамаша","Тамашу","Тамаша","Тамашом","Тамашові"
"Тамерлан","M","Тамерлане","Тамерлана","Тамерлану","Тамерлана","Тамерланом","Тамерланові"
"Таміл","M","","","","","",""
"Таміла","F","Таміло","Таміли","Тамілі","Таміли","Тамілою","Тамілі"
"Таміна","F","Таміне","Таміни","Таміні","Таміни","Таміною","Таміні"
"Танас","M","","","","","",""
"Танасій","M","Танасію","Танасія","Танасію","Танасія","Танасієм","Танасієві"
"Танзіля","F","Танзіляє","Танзіляї","Танзіляї","Танзіляї","Танзіляєю","Танзіляї"
"Тарас","M","Тарасе","Тараса","Тарасу","Тараса","Тарасом","Тарасові"
"Тарлан","M","Тарлане","Тарлана","Тарлану","Тарлана","Тарланом","Тарланові"
"Тарон","M","Тароне","Тарона","Тарону","Тарона","Тароном","Таронові"
"Таріел","M","Таріеле","Таріела","Таріелу","Таріела","Таріелом","Таріелові"
"Таскіре","F","Таскіре","Таскіре","Таскіре","Таскіре","Таскіре","Таскіре"
"Татевос","M","","","","","",""
"Татос","M","","","","","",""
"Тахір","M","Тахіре","Тахіра","Тахіру","Тахіра","Тахіром","Тахірові"
"Тация","F","Тациє","Тациї","Тациї","Тациї","Тациєю","Тациї"
"Тачат","M","","","","","",""
"Ташбулат","M","","","","","",""
"Ташмурад","M","Ташмураде","Ташмурада","Ташмураду","Ташмурада","Ташмурадом","Ташмурадові"
"Таір","M","","","","","",""
"Таїна","F","Таїне","Таїни","Таїні","Таїни","Таїною","Таїні"
"Таїр","M","Таїре","Таїра","Таїру","Таїра","Таїром","Таїрові"
"Таїсія","F","Таїсіє","Таїсії","Таїсії","Таїсії","Таїсією","Таїсії"
"Теван","M","Теване","Тевана","Тевану","Тевана","Теваном","Теванові"
"Тевзіє","F","Тевзіє","Тевзіє","Тевзіє","Тевзіє","Тевзіє","Тевзіє"
"Тевфік","M","Тевфіке","Тевфіка","Тевфіку","Тевфіка","Тевфіком","Тевфікові"
"Тевіде","F","Тевіде","Тевіде","Тевіде","Тевіде","Тевіде","Тевіде"
"Тезей","M","","","","","",""
"Тейвуз","M","","","","","",""
"Теймур","M","Теймуре","Теймура","Теймуру","Теймура","Теймуром","Теймурові"
"Теймураз","M","Теймуразе","Теймураза","Теймуразу","Теймураза","Теймуразом","Теймуразові"
"Тейфун","M","Тейфуне","Тейфуна","Тейфуну","Тейфуна","Тейфуном","Тейфунові"
"Текля","F","Теклю","Теклі","Теклі","Теклу","Теклею","Теклі"
"Телимон","M","","","","","",""
"Телман","M","Телмане","Телмана","Телману","Телмана","Телманом","Телманові"
"Тельман","M","","","","","",""
"Телюб","M","Телюбе","Телюба","Телюбу","Телюба","Телюбом","Телюбові"
"Телімар","M","Телімаре","Телімара","Телімару","Телімара","Телімаром","Телімарові"
"Телісфор","M","","","","","",""
"Темурі","M","Темуріе","Темурія","Темурію","Темурія","Темурієм","Темурієві"
"Темірбай","M","","","","","",""
"Теміргалі","M","","","","","",""
"Тенгіз","M","Тенгізе","Тенгіза","Тенгізу","Тенгіза","Тенгізом","Тенгізові"
"Теодозій","M","Теодозію","Теодозія","Теодозію","Теодозія","Теодозієм","Теодозію"
"Теодозія","F","Теодозіє","Теодозії","Теодозії","Теодозії","Теодозією","Теодозії"
"Теодор","M","Теодоре","Теодора","Теодору","Теодора","Теодором","Теодорові"
"Теодора","F","Теодоре","Теодори","Теодорі","Теодори","Теодорою","Теодорі"
"Теодоро-Альгітанто","M","","","","","",""
"Теофан","M","","","","","",""
"Теофаній","M","Теофанію","Теофанія","Теофанію","Теофанія","Теофанієм","Теофанію"
"Теофіл","M","Теофіле","Теофіла","Теофілу","Теофіла","Теофілом","Теофілові"
"Теофілія","F","Теофіліє","Теофілії","Теофілії","Теофілії","Теофілією","Теофілії"
"Тереза","F","Терезо","Терези","Терезі","Терези","Терезою","Терезі"
"Терентій","M","Теренію","Терентія","Терентію","Терентієм","Терентію","Терентію"
"Тетяна","F","Тетяно","Тетяни","Тетяні","Тетяни","Тетяною","Тетяні"
"Теуфек","M","","","","","",""
"Тешай","M","","","","","",""
"Тешат","M","Тешате","Тешата","Тешату","Тешата","Тешатом","Тешатові"
"Тея","F","Теє","Теї","Теї","Теї","Теєю","Теї"
"Тиберій","M","Тиберію","Тиберія","Тиберію","Тиберія","Тиберієм","Тиберію"
"Тибор","M","","","","","",""
"Тигран","M","","","","","",""
"Тим","M","","","","","",""
"Тимко","M","","","","","",""
"Тимон","M","","","","","",""
"Тимофій","M","Тимофію","Тимофія","Тимофію","Тимофія","Тимофієм","Тимофієві"
"Тимур","M","Тимуре","Тимура","Тимуру","Тимура","Тимуром","Тимурові"
"Тиміш","M","Тимоше","Тимоша","Тимошу","Тимоша","Тимішем","Тимішеві"
"Тит","M","","","","","",""
"Титус","M","","","","","",""
"Тифік","M","","","","","",""
"Тихомир","M","Тихомире","Тихомира","Тихомиру","Тихомира","Тихомиром","Тихомирові"
"Тихон","M","Тихоне","Тихона","Тихону","Тихона","Тихоном","Тихонові"
"Тихін","M","","","","","",""
"Тишті","M","","","","","",""
"Тлеубек","M","","","","","",""
"Тодан","M","","","","","",""
"Тоджан","M","Тоджане","Тоджана","Тоджану","Тоджана","Тоджаном","Тоджанові"
"Тодор","M","Тодоре","Тодора","Тодору","Тодора","Тодором","Тодорові"
"Тодосій","M","","","","","",""
"Тойва","M","","","","","",""
"Толбон","M","","","","","",""
"Толгат","M","","","","","",""
"Толфік","M","","","","","",""
"Толій","M","","","","","",""
"Том","M","Томе","Тома","Тому","Тома","Томом","Томові"
"Томас","M","Томасе","Томаса","Томасу","Томаса","Томасом","Томасові"
"Томаш","M","Томаше","Томаша","Томашу","Томаша","Томашом","Томашові"
"Томер","M","Томере","Томера","Томеру","Томера","Томером","Томерові"
"Томил","M","","","","","",""
"Тоні","M","Тоніє","Тонія","Тонію","Тонія","Тонієм","Тонієві"
"Торай","M","","","","","",""
"Тореодор","M","","","","","",""
"Торже","M","","","","","",""
"Торос","M","Торосе","Тороса","Торосу","Тороса","Торосом","Торосові"
"Тотраз","M","","","","","",""
"Тофтис","M","","","","","",""
"Тофік","M","Тофіку","Тофіка","Тофіку","Тофіка","Тофіком","Тофікові"
"Тофіл","M","","","","","",""
"Тофіт","M","","","","","",""
"Тошипек","M","","","","","",""
"Трандафір","M","","","","","",""
"Трифон","M","Трифоне","Трифона","Трифону","Трифона","Трифоном","Трифонові"
"Трохим","M","Трохиме","Трохима","Трохиму","Трохима","Трохимом","Трохимові"
"Троян","M","Трояне","Трояна","Трояну","Трояна","Трояном","Троянові"
"Тріел","M","","","","","",""
"Трістан","M","Трістане","Трістана","Трістану","Трістана","Трістаном","Трістані"
"Туймурод","M","","","","","",""
"Тулюгал","M","","","","","",""
"Туляган","M","","","","","",""
"Тулі","M","Туліє","Тулія","Тулію","Тулія","Тулієм","Тулієві"
"Тунсі","M","Тунсі","Тунсі","Тунсі","Тунсі","Тунсі","Тунсі"
"Туралі","M","","","","","",""
"Тургул","M","Тургуле","Тургула","Тургулу","Тургула","Тургулом","Тургулові"
"Тургумбай","M","","","","","",""
"Тургунбай","M","Тургунбає","Тургунбая","Тургунбаю","Тургунбая","Тургунбайом","Тургунбаєві"
"Турдимурат","M","","","","","",""
"Турсин","M","","","","","",""
"Турсун","M","","","","","",""
"Турій","M","","","","","",""
"Тутусій","M","","","","","",""
"Тухтасі","M","","","","","",""
"Тібер","M","","","","","",""
"Тібор","M","Тіборе","Тібора","Тібору","Тібора","Тібором","Тіборові"
"Тігран","M","Тігране","Тіграна","Тіграну","Тіграна","Тіграном","Тігранові"
"Тілет","M","","","","","",""
"Тім","M","Тіме","Тіма","Тіму","Тіма","Тімом","Тімові"
"Тімея","F","Тімеє","Тімеї","Тімеї","Тімеї","Тімеєю","Тімеї"
"Тіна","F","Тіно","Тіни","Тіні","Тіни","Тіною","Тіні"
"Тіт","M","Тіте","Тіта","Тіту","Тіта","Тітом","Тітові"
"Тітус","M","","","","","",""
"Тіхир","M","","","","","",""
"Уболя","F","Уболо","Уболі","Уболі","Уболі","Уболею","Уболі"
"Удай","M","Удає","Удая","Удаю","Удая","Удайом","Удайові"
"Узак","M","Узаке","Узака","Узаку","Узака","Узаком","Узакові"
"Уктям","M","","","","","",""
"Улві","M","Улвіє","Улвія","Улвію","Улвія","Улвієм","Улвієві"
"Улькер","F","Улькере","Улькери","Улькері","Улькери","Улькерою","Улькері"
"Улькера","F","Улькеро","Улькери","Улькері","Улькеру","Улькерою","Улькері"
"Ульріх","M","","","","","",""
"Ульфат","M","","","","","",""
"Ульян","M","","","","","",""
"Улян","M","","","","","",""
"Уляна","F","Уляно","Уляни","Уляні","Уляни","Уляною","Уляні"
"Уліш","M","","","","","",""
"Уліян","M","Уліяне","Уліяна","Уліяну","Уліяна","Уліяном","Уліянові"
"Умакан","M","","","","","",""
"Умар","M","Умаре","Умара","Умарові","Умара","Умаром","Умарові"
"Уматгер","M","","","","","",""
"Умер","M","Умере","Умера","Умеру","Умера","мом","Умерові"
"Умет","M","","","","","",""
"Умирян","M","","","","","",""
"Умурзак","M","","","","","",""
"Умід","M","Уміде","Уміда","Уміду","Уміда","Умідом","Умідові"
"Унаркул","M","","","","","",""
"Уолент","M","","","","","",""
"Урʼє","M","Урʼє","Урʼє","Урʼє","Урʼє","Урʼє","Урʼє"
"Уразалій","M","","","","","",""
"Урал Огли","M","","","","","",""
"Урин","M","","","","","",""
"Урмас","M","Урмасе","Урмаса","Урмасу","Урмаса","Урмасом","Урмасові"
"Урфан","M","Урфане","Урфана","Урфану","Урфана","Урфаном","Урфанові"
"Урх","M","Урше","Урха","Урху","Урха","Урхом","Урхові"
"Усама","M","Усаме","Усама","Усаму","Усама","Усамом","Усамові"
"Усейн","M","Усейне","Усейна","Усейну","Усейна","Усейном","мові"
"Усеїн","M","","","","","",""
"Усман","M","Усмане","Усмана","Усману","Усмана","Усманом","Усманові"
"Усніє","F","Усніє","Уснії","Уснії","Уснії","Уснією","Уснії"
"Устим","M","Устиме","Устима","Устиму","Устима","Устимом","Устимові"
"Устин","M","","","","","",""
"Устина","F","Устино","Устини","Устині","Устини","Устиною","Устині"
"Ушар","M","","","","","",""
"Фаат","M","","","","","",""
"Фабріціо","M","Фабріціо","Фабріціо","Фабріціо","Фабріціо","Фабріціо","Фабріціо"
"Фабіян","M","","","","","",""
"Фав","M","","","","","",""
"Фавасим","M","","","","","",""
"Фавдея","F","Фавдеє","Фавдеї","Фавдеї","Фавдеї","Фавдеєю","Фавдеї"
"Фагд","M","Фагде","Фагда","Фагду","Фагда","Фагдом","Фагдові"
"Фагим","M","","","","","",""
"Фагім","M","","","","","",""
"Фадиз","M","","","","","",""
"Фадій","M","Фадію","Фадія","Фадію","Фадія","Фадієм","Фадію"
"Фазил","M","","","","","",""
"Фазила","M","Фазиле","Фазила","Фазилу","Фазила","Фазилом","Фазилові"
"Фазіль","F","Фазіль","Фазіль","Фазіль","Фазіль","Фазіль","Фазіль"
"Фазіль","M","Фазілю","Фазіля","Фазілю","Фазіля","Фазілєм","Фазілєві"
"Фазілє","F","Фазіліє","Фазілє","Фазілє","Фазілє","Фазілією","Фазілє"
"Файзалій","M","","","","","",""
"Фалалій","M","","","","","",""
"Фаліна","F","Фаліне","Фаліни","Фаліні","Фаліни","Фаліною","Фаліні"
"Фаміль","M","Фамілє","Фаміля","Фамілю","Фаміля","Фамільом","Фамільові"
"Фаниль","M","","","","","",""
"Фано","M","","","","","",""
"Фаніл","M","","","","","",""
"Фанілій","M","","","","","",""
"Фаніс","M","","","","","",""
"Фанія","F","Фаніє","Фанії","Фанії","Фанії","Фанією","Фанії"
"Фаргана","F","Фаргане","Фаргани","Фаргані","Фаргани","Фарганою","Фаргані"
"Фардетдин","M","","","","","",""
"Фарзана","F","Фарзане","Фарзани","Фарзані","Фарзани","Фарзаною","Фарзані"
"Фарит","M","","","","","",""
"Фаритон","M","","","","","",""
"Фарих","M","","","","","",""
"Фарсев","M","","","","","",""
"Фарух","M","Фарухе","Фаруха","Фаруху","Фаруха","Фарухом","Фарухові"
"Фархад","M","Фархаде","Фархада","Фархаду","Фархада","Фархадом","Фархадові"
"Фархан","M","Фархане","Фархана","Фархану","Фархана","Фарханом","Фарханові"
"Фарід","M","Фаріде","Фаріда","Фаріду","Фаріда","Фарідом","Фарідові"
"Фаріда","F","Фарідо","Фаріди","Фаріді","Фаріди","Фарідою","Фаріді"
"Фаріз","M","Фарізе","Фаріза","Фарізу","Фаріза","Фарізом","Фарізові"
"Фаріза","F","Фарізе","Фарізи","Фарізі","Фарізи","Фарізою","Фарізі"
"Фаріт","M","Фаріте","Фаріта","Фаріту","Фаріта","Фарітом","Фарітові"
"Фаріх","M","Фаріхе","Фаріха","Фаріху","Фаріха","Фаріхом","Фаріхові"
"Фатек","M","","","","","",""
"Фатих","M","Фатихе","Фатиха","Фатиху","Фатиха","Фатихом","Фатихові"
"Фатул","M","Фатуле","Фатула","Фатулу","Фатула","Фатулом","Фатулові"
"Фатулл","M","","","","","",""
"Фатіма","F","Фатімо","Фатіми","Фатімі","Фатіми","Фатімою","Фатімі"
"Фатінія","F","Фатініє","Фатінії","Фатінії","Фатінії","Фатінією","Фатінії"
"Фауд","M","","","","","",""
"Фаузія","F","Фаузіє","Фаузії","Фаузії","Фаузії","Фаузією","Фаузії"
"Фауст","M","","","","","",""
"Фахді","M","","","","","",""
"Фахрадін","M","","","","","",""
"Фахразій","M","","","","","",""
"Фахрат","M","Фахрате","Фахрата","Фахрату","Фахрата","Фахратом","Фахратові"
"Фахрі","M","","","","","",""
"Фахіт","M","","","","","",""
"Фаяс","M","Фаясе","Фаяса","Фаясу","Фаяса","Фаясом","Фаясові"
"Фаік","M","Фаіке","Фаіка","Фаіку","Фаіка","Фаіком","Фаікові"
"Фаіль","M","","","","","",""
"Фаїна","F","Фаїно","Фаїни","Фаїні","Фаїни","Фаїною","Фаїні"
"Февзій","M","Февзію","Февзія","Февзію","Февзія","Февзієм","Февзію"
"Федора","F","Федоро","Федори","Федорі","Федори","Федорою","Федорі"
"Федос","M","","","","","",""
"Федосій","M","Федосію","Федосія","Федосію","Федосія","Федосієм","Федосію"
"Федосія","F","Федосіє","Федосії","Федосії","Федосії","Федосією","Федосії"
"Федот","M","Федоте","Федота","Федоту","Федота","Федотом","Федотові"
"Федір","M","Федоре","Федора","Федору","Федора","Федором","Федорові"
"Фезо","M","","","","","",""
"Фейзон","M","","","","","",""
"Фейруз","M","","","","","",""
"Фекла","F","Фекло","Фекли","Феклі","Фекли","Феклою","Феклі"
"Фекрит","M","Фекрите","Фекрита","Фекриту","Фекрита","Фекритом","Фекритові"
"Фелікс","M","Феліксе","Фелікса","Феліксу","Фелікса","Феліксом","Феліксі"
"Фелікса","F","Феліксе","Фелікси","Феліксі","Фелікси","Феліксою","Феліксі"
"Феліксас","M","Феліксасе","Феліксаса","Феліксасу","Феліксаса","Феліксасом","Феліксасові"
"Феліциан","M","","","","","",""
"Феліція","F","Феліціє","Феліції","Феліції","Феліцію","Феліцією","Феліції"
"Фемі","M","","","","","",""
"Феодора","F","Феодоре","Феодори","Феодорі","Феодори","Феодорою","Феодорі"
"Феодосій","M","Феодосію","Феодосія","Феодосію","Феодосія","Феодосієм","Феодосію"
"Феодосія","F","Феодосіє","Феодосії","Феодосії","Феодосії","Феодосією","Феодосії"
"Феоктист","M","","","","","",""
"Феоктисій","M","Феоктисійє","Феоктисія","Феоктисію","Феоктисія","Феоктисійом","Феоктисійові"
"Феоктіс","M","","","","","",""
"Феоктіст","M","","","","","",""
"Феон","M","","","","","",""
"Феонія","F","Феоніє","Феонії","Феонії","Феонії","Феонією","Феонії"
"Феофан","M","Феофане","Феофана","Феофану","Феофана","Феофаном","Феофанові"
"Феофанія","F","Феофаніє","Феофанії","Феофанії","Феофанію","Феофанією","Феофанії"
"Феофіл","M","Феофіле","Феофіла","Феофілу","Феофіла","Феофілом","Феофілові"
"Ферад","M","","","","","",""
"Ферапонт","M","Ферапонте","Ферапонта","Ферапонту","Ферапонта","Ферапонтом","Ферапонтові"
"Ферас","M","Ферасе","Фераса","Ферасу","Фераса","Ферасом","Ферасові"
"Ферат","M","Ферате","Ферата","Ферату","Ферата","Фератом","Фератові"
"Фергі","M","","","","","",""
"Фердинанд","M","Фердинанде","Фердинанда","Фердинанду","Фердинанда","Фердинандом","Фердинандові"
"Фердіна","F","Фердіне","Фердіної","Фердіній","Фердіної","Фердіною","Фердіній"
"Ференц","M","Ференце","Ференца","Ференцу","Ференца","Ференцом","Ференцові"
"Фереште","M","Фереште","Фереште","Фереште","Фереште","Фереште","Фереште"
"Фернандо","M","","","","","",""
"Феруза","F","Ферузо","Ферузи","Ферузі","Ферузи","Ферузою","Ферузі"
"Ферутдин","M","","","","","",""
"Ферутдін","M","Ферутдіне","Ферутдіна","Ферутдіну","Ферутдіна","Ферутдіном","Ферутдінові"
"Феріде","F","Феріде","Феріде","Феріде","Феріде","Феріде","Феріде"
"Фетіслям","M","","","","","",""
"Филя","F","Філю","Філі","Філі","Філю","Філею","Філі"
"Флавій","M","Флавію","Флавія","Флавію","Флавія","Флавієм","Флавію"
"Флор","M","Флоре","Флора","Флору","Флора","Флорем","Флорові"
"Флора","F","Флоро","Флори","Флорі","Флори","Флорою","Флорі"
"Флорентій","M","Флорентіє","Флорентія","Флорентію","Флорентія","Флорентієм","Флорентієві"
"Флоріан","M","Флоріане","Флоріана","Флоріану","Флоріана","Флоріаном","Флоріанові"
"Флюс","M","","","","","",""
"Фмоза","F","Фмозо","Фмози","Фмозі","Фмози","Фмозою","Фмозі"
"Фоат","M","","","","","",""
"Фока","M","Фоке","Фоки","Фоку","Фоки","Фокою","Фокові"
"Фолькер","M","Фолькере","Фолькера","Фолькеру","Фолькера","Фолькером","Фолькерові"
"Фома","M","Фомо","Фоми","Фомі","Фоми","Фомою","Фомі"
"Фоміль Огли","M","","","","","",""
"Фонилій","M","","","","","",""
"Форик","M","Форике","Форика","Форику","Форика","Фориком","Форикові"
"Форман","M","","","","","",""
"Форушкай","M","","","","","",""
"Фотій","M","Фотіє","Фотія","Фотію","Фотія","Фотійом","Фотійові"
"Франак","M","","","","","",""
"Франк","M","Франку","Франка","Франку","Франка","Франком","Франкові"
"Франко","M","Франко","Франко","Франко","Франко","Франком","Франкові"
"Франсуа","M","Франсуа","Франсуа","Франсуа","Франсуа","Франсуа","Франсуа"
"Франтишек","M","","","","","",""
"Франтішек","M","Франтішеке","Франтішека","Франтішекові","Франтішека","Франтішеком","Франтішекові"
"Франц","M","Франце","Франца","Францу","Франца","Францом","Францові"
"Франциск","M","Франциску","Франциска","Франциску","Франциска","Франциском","Францискові"
"Францишек","M","Францишеку","Францишека","Францишеку","Францишека","Францишеком","Францишекові"
"Францішек","M","","","","","",""
"Францішко","M","","","","","",""
"Франческа","F","Франческо","Франчески","Франчесці","Франчески","Франческою","Франчесці"
"Фред","M","","","","","",""
"Фредислав","M","","","","","",""
"Френк","M","Френку","Френка","Френку","Френка","Френком","Френкові"
"Фридон","M","","","","","",""
"Фризиян","M","","","","","",""
"Фрозена","F","Фрозене","Фрозени","Фрозені","Фрозени","Фрозеною","Фрозені"
"Фрол","M","Фроле","Фрола","Фролу","Фрола","Фролом","Фролові"
"Фрунзе","M","","","","","",""
"Фрунзій","M","Фрунзе","Фрунза","Фрунзу","Фрунза","Фрунзом","Фрунзові"
"Фрід","M","","","","","",""
"Фріда","F","Фрідо","Фріди","Фріду","Фріди","Фрідою","Фріді"
"Фрідо","M","","","","","",""
"Фрідон","M","Фрідоне","Фрідона","Фрідону","Фрідона","Фрідоном","Фрідонові"
"Фрідріх","M","Фрідріху","Фрідріха","Фрідріху","Фрідріха","Фрідріхом","Фрідріхові"
"Фрізан","M","","","","","",""
"Фрітіоф","M","Фрітіофе","Фрітіофа","Фрітіофу","Фрітіофа","Фрітіофом","Фрітіофові"
"Фурман","M","","","","","",""
"Фюльбер","M","","","","","",""
"Фіана","F","Фіано","Фіани","Фіані","Фіани","Фіаною","Фіані"
"Фігляр","M","","","","","",""
"Фідель","M","Фіделю","Фіделя","Фіделю","Фіделя","Фіделем","Фіделеві"
"Фіделій","M","","","","","",""
"Фізулі","M","Фізуліє","Фізулія","Фізулію","Фізулія","Фізулієм","Фізулійові"
"Фікрат","M","Фікрате","Фікрата","Фікрату","Фікрата","Фікратом","Фікратові"
"Фікрет","M","","","","","",""
"Філ","M","Філе","Філа","Філу","Філа","Філом","Філові"
"Філадельфій","M","","","","","",""
"Філарет","M","Філарете","Філарета","Філарету","Філарета","Філаретом","Філаретові"
"Філат","M","","","","","",""
"Філон","M","","","","","",""
"Філь","M","","","","","",""
"Філя","M","","","","","",""
"Філімон","M","Філімоне","Філімона","Філімону","Філімона","Філімоном","Філімонові"
"Філіп","M","","","","","",""
"Філічія","F","Філічіє","Філічії","Філічі","Філічії","Філічією","Філічії"
"Фіна","F","Фіно","Фіни","Фіні","Фіни","Фіною","Фіні"
"Фіноген","M","Фіногене","Фіногена","Фіногену","Фіногена","Фіногеном","Фіногенові"
"Фініас","M","","","","","",""
"Фіра","F","Фіро","Фіри","Фірі","Фіри","Фірою","Фірі"
"Фіраддін","M","Фіраддіне","Фіраддіна","Фіраддіну","Фіраддіна","Фіраддіном","Фіраддінові"
"Фірга Огли","M","","","","","",""
"Фіргат","M","Фіргате","Фіргата","Фіргату","Фіргата","Фіргатом","Фіргатові"
"Фірдаус","M","Фірдаусе","Фірдауса","Фірдаусу","Фірдауса","Фірдаусом","Фірдаусові"
"Фірс","M","","","","","",""
"Фіруз","M","Фірузе","Фіруза","Фірузу","Фіруза","Фірузом","Фірузові"
"Фіча","M","Фічо","Фічі","Фічі","Фічі","Фічею","Фічі"
"Хава","F","Хаво","Хави","Хаві","Хави","Хавою","Хаві"
"Хавронія","F","Хавроніє","Хавронії","Хавронії","Хавронію","Хавронією","Хавронії"
"Хагадур","M","","","","","",""
"Хагал","M","","","","","",""
"Хагані","M","Хаганію","Хаганія","Хаганію","Хаганія","Хаганієм","Хаганію"
"Хаганій","M","","","","","",""
"Хаджер","M","","","","","",""
"Хаджимурат","M","","","","","",""
"Хаджимурзай","M","","","","","",""
"Хаджумар","M","","","","","",""
"Хаджі","M","","","","","",""
"Хадіжат","F","Хадіжат","Хадіжат","Хадіжат","Хадіжат","Хадіжат","Хадіжат"
"Хадій","M","","","","","",""
"Хажак","M","Хажаке","Хажака","Хажаку","Хажака","Хажаком","Хажакові"
"Хажмудар","M","Хажмударе","Хажмудара","Хажмудару","Хажмудара","Хажмударом","Хажмударові"
"Хазан","M","","","","","",""
"Хазбулат","M","","","","","",""
"Хазбій","M","","","","","",""
"Хайбула","M","Хайбуло","Хайбули","Хайбулі","Хайбули","Хайбулою","Хайбулі"
"Хайдар","M","","","","","",""
"Хаймбер","M","","","","","",""
